run_id,world_half_cm,thickness_nm,density_g_cm3,E_keV,N_injected,N_uncollided,N_trans_total,T_counts,mu_counts_per_mm,mu_counts_cm2_g,mu_calc_per_mm,mu_calc_cm2_g,mu_tr_per_mm,mu_tr_cm2_g,mu_ref_cm2_g,mu_en_ref_cm2_g,delta_mu_percent,delta_mu_en_percent,sigma_T_counts,sigma_mu_counts_cm2_g,mu_en_cpe_per_mm,mu_en_cpe_cm2_g,delta_mu_en_cpe_percent,absorbed_fraction,mu_en_per_mm,mu_en_cm2_g,mu_en_raw_per_mm,mu_en_raw_cm2_g,mu_eff_per_mm,mu_eff_cm2_g,E_trans_unc_keV,E_trans_tot_keV,E_abs_keV,T_energy_tot
37,5.0000000000e+01,1.0000000000e+02,1.9300000000e+01,2.8830000000e+02,2.0000000000e+05,1.9997900000e+05,1.9997900000e+05,9.9989500000e-01,1.0500551289e+00,5.4407001495e-01,6.7700522144e-01,3.5077990748e-01,5.0699899264e-01,2.6269377857e-01,3.7769020000e-01,2.3169800000e-01,4.4051927997e+01,-9.8812836940e+01,2.2911675517e-05,1.1872581086e-01,6.4416729173e-01,3.3376543613e-01,4.4051927997e+01,5.3087218175e-07,6.4416729173e-01,3.3376543613e-01,5.3087218175e-03,2.7506330661e-03,5.3087232268e-03,2.7506337963e-03,5.7653945700e+07,5.7653945700e+07,3.0610090000e+01,9.9989500000e-01
38,5.0000000000e+01,1.0000000000e+02,1.9300000000e+01,3.0000000000e+02,2.0000000000e+05,1.9998800000e+05,1.9998800000e+05,9.9994000000e-01,6.0001800072e-01,3.1089015581e-01,6.2530501811e-01,3.2399223736e-01,4.6137215478e-01,2.3905292994e-01,3.2380000000e-01,1.9730000000e-01,-3.9869809097e+00,-9.9237363299e+01,1.7319988453e-05,8.9746257587e-02,3.6560701526e-01,1.8943368666e-01,-3.9869809097e+00,2.9040366667e-07,3.6560701526e-01,1.8943368666e-01,2.9040366667e-03,1.5046822107e-03,2.9040370884e-03,1.5046824292e-03,5.9996400000e+07,5.9996400000e+07,1.7424220000e+01,9.9994000000e-01
39,5.0000000000e+01,1.0000000000e+02,1.9300000000e+01,3.6770000000e+02,2.0000000000e+05,1.9999200000e+05,1.9999200000e+05,9.9996000000e-01,4.0000800021e-01,2.0725803120e-01,4.2768006243e-01,2.2159588727e-01,2.9125113431e-01,1.5090732348e-01,2.3490990000e-01,1.3819790000e-01,-1.1771265834e+01,-9.9874451509e+01,1.4141852778e-05,7.3276779663e-02,2.3532539758e-01,1.2193025781e-01,-1.1771265834e+01,3.3486537938e-08,2.3532539758e-01,1.2193025781e-01,3.3486537938e-04,1.7350537792e-04,3.3486538548e-04,1.7350538108e-04,7.3537058400e+07,7.3537058400e+07,2.4626000000e+00,9.9996000000e-01
40,5.0000000000e+01,1.0000000000e+02,1.9300000000e+01,3.9800000000e+02,2.0000000000e+05,1.9999700000e+05,1.9999700000e+05,9.9998500000e-01,1.5000112501e-01,7.7720790161e-02,3.7414640688e-01,1.9385824191e-01,2.4661308951e-01,1.2777880285e-01,1.9512600000e-01,1.1174600000e-01,-6.0168921537e+01,-9.9982772495e+01,8.6601890857e-06,4.4872119122e-02,8.5903599292e-02,4.4509636939e-02,-6.0168921537e+01,3.7154522613e-09,8.5903599292e-02,4.4509636939e-02,3.7154522613e-05,1.9251047986e-05,3.7154522861e-05,1.9251048114e-05,7.9598806000e+07,7.9598806000e+07,2.9575000000e-01,9.9998500000e-01
41,5.0000000000e+01,1.0000000000e+02,1.9300000000e+01,4.6870000000e+02,2.0000000000e+05,1.9999900000e+05,1.9999900000e+05,9.9999500000e-01,5.0000125001e-02,2.5906800519e-02,2.9037332881e-01,1.5045250198e-01,1.7965324163e-01,9.3084581157e-02,1.5492110000e-01,8.5542800000e-02,-8.3277422818e+01,-9.9999521202e+01,4.9999875000e-06,2.5906800518e-02,2.7608574254e-02,1.4304960754e-02,-8.3277422818e+01,7.9048431833e-11,2.7608574254e-02,1.4304960754e-02,7.9048431833e-07,4.0957736701e-07,7.9048434468e-07,4.0957738066e-07,9.3739531300e+07,9.3739531300e+07,7.4100000000e-03,9.9999500000e-01
42,5.0000000000e+01,1.0000000000e+02,1.9300000000e+01,5.0000000000e+02,2.0000000000e+05,1.9999600000e+05,1.9999600000e+05,9.9998000000e-01,2.0000200003e-01,1.0362797929e-01,2.6555034714e-01,1.3759085344e-01,1.6051475126e-01,8.3168264902e-02,1.3780000000e-01,7.4400000000e-02,-2.4798273376e+01,-9.9973349490e+01,9.9998999995e-06,5.1813989645e-02,1.0798366329e-01,5.5950084609e-02,-2.4798273376e+01,3.8268000000e-09,1.0798366329e-01,5.5950084609e-02,3.8268000000e-05,1.9827979275e-05,3.8267999953e-05,1.9827979250e-05,9.9998000000e+07,9.9998000000e+07,3.8268000000e-01,9.9998000000e-01
43,5.0000000000e+01,1.0000000000e+02,1.9300000000e+01,5.9770000000e+02,2.0000000000e+05,1.9999700000e+05,1.9999700000e+05,9.9998500000e-01,1.5000112501e-01,7.7720790161e-02,2.1133177056e-01,1.0949832672e-01,1.2086624545e-01,6.2624997641e-02,1.0995550000e-01,5.7136410000e-02,-2.9316141384e+01,-9.9010800040e+01,8.6601890857e-06,4.4872119122e-02,7.7945403178e-02,4.0386219263e-02,-2.9316141384e+01,1.0908231554e-07,7.7945403178e-02,4.0386219263e-02,1.0908231554e-03,5.6519334478e-04,1.0908232146e-03,5.6519337546e-04,1.1953820690e+08,1.1953820690e+08,1.3039700000e+01,9.9998500000e-01
44,5.0000000000e+01,1.0000000000e+02,1.9300000000e+01,6.3100000000e+02,2.0000000000e+05,1.9999800000e+05,1.9999800000e+05,9.9999000000e-01,1.0000050000e-01,5.1813730571e-02,1.9863307191e-01,1.0291869011e-01,1.1197942321e-01,5.8020426535e-02,1.0486080000e-01,5.4180250000e-02,-5.0588083849e+01,-9.9968492324e+01,7.0710324564e-06,3.6637840246e-02,5.1668994422e-02,2.6771499701e-02,-5.0588083849e+01,3.2946909667e-09,5.1668994422e-02,2.6771499701e-02,3.2946909667e-05,1.7070937651e-05,3.2946909699e-05,1.7070937668e-05,1.2619873800e+08,1.2619873800e+08,4.1579000000e-01,9.9999000000e-01
45,5.0000000000e+01,1.0000000000e+02,1.9300000000e+01,7.0000000000e+02,2.0000000000e+05,1.9999500000e+05,1.9999500000e+05,9.9997500000e-01,2.5000312505e-01,1.2953529795e-01,1.7705510677e-01,9.1738397289e-02,9.7647872742e-02,5.0594752716e-02,9.4980000000e-02,4.8505000000e-02,3.6381657143e+01,-9.8863344115e+01,1.1180200132e-05,5.7929946344e-02,1.2767321100e-01,6.6151922797e-02,3.6381657143e+01,1.0640764286e-07,1.2767321100e-01,6.6151922797e-02,1.0640764286e-03,5.5133493708e-04,1.0640764847e-03,5.5133496616e-04,1.3999650000e+08,1.3999650000e+08,1.4897070000e+01,9.9997500000e-01
46,5.0000000000e+01,1.0000000000e+02,1.9300000000e+01,7.6290000000e+02,2.0000000000e+05,1.9999600000e+05,1.9999600000e+05,9.9998000000e-01,2.0000200003e-01,1.0362797929e-01,1.6232174874e-01,8.4104533026e-02,8.8254951900e-02,4.5727954352e-02,8.5972720000e-02,4.3331475000e-02,2.0535885440e+01,-9.9971429191e+01,9.9998999995e-06,5.1813989645e-02,1.0080385574e-01,5.2229977065e-02,2.0535885440e+01,2.3893695111e-09,1.0080385574e-01,5.2229977065e-02,2.3893695111e-05,1.2380152907e-05,2.3893694829e-05,1.2380152761e-05,1.5257694840e+08,1.5257694840e+08,3.6457000000e-01,9.9998000000e-01
47,5.0000000000e+01,1.0000000000e+02,1.9300000000e+01,9.7330000000e+02,2.0000000000e+05,1.9999800000e+05,1.9999800000e+05,9.9999000000e-01,1.0000050000e-01,5.1813730571e-02,1.3004316626e-01,6.7379878891e-02,6.9399716949e-02,3.5958402564e-02,6.8113080000e-02,3.3763920000e-02,-2.3929837600e+01,-9.9844700336e+01,7.0710324564e-06,3.6637840246e-02,4.9570638739e-02,2.5684268777e-02,-2.3929837600e+01,1.0120004110e-08,4.9570638739e-02,2.5684268777e-02,1.0120004110e-04,5.2435254454e-05,1.0120004108e-04,5.2435254447e-05,1.9465805340e+08,1.9465805340e+08,1.9699600000e+00,9.9999000000e-01
48,5.0000000000e+01,1.0000000000e+02,1.9300000000e+01,1.0000000000e+03,2.0000000000e+05,1.9999600000e+05,1.9999600000e+05,9.9998000000e-01,2.0000200003e-01,1.0362797929e-01,1.2721952737e-01,6.5916853562e-02,6.7860004790e-02,3.5160624243e-02,6.6180000000e-02,3.2760000000e-02,5.6585039723e+01,-9.9941579362e+01,9.9998999995e-06,5.1813989645e-02,9.9003709895e-02,5.1297259013e-02,5.6585039723e+01,3.6937500000e-09,9.9003709895e-02,5.1297259013e-02,3.6937500000e-05,1.9138601036e-05,3.6937499794e-05,1.9138600929e-05,1.9999600000e+08,1.9999600000e+08,7.3875000000e-01,9.9998000000e-01
49,5.0000000000e+01,1.0000000000e+02,1.9300000000e+01,1.2410000000e+03,2.0000000000e+05,1.9999500000e+05,1.9999500000e+05,9.9997500000e-01,2.5000312505e-01,1.2953529795e-01,1.0781593459e-01,5.5863178544e-02,5.7684828097e-02,2.9888511967e-02,5.6144760000e-02,2.7795400000e-02,1.3071662958e+02,-9.9914653101e+01,1.1180200132e-05,5.7929946344e-02,1.2376821741e-01,6.4128610057e-02,1.3071662958e+02,4.5784448026e-09,1.2376821741e-01,6.4128610057e-02,4.5784448026e-05,2.3722511930e-05,4.5784448560e-05,2.3722512207e-05,2.4819379500e+08,2.4819379500e+08,1.1363700000e+00,9.9997500000e-01
50,5.0000000000e+01,1.0000000000e+02,1.9300000000e+01,1.5000000000e+03,2.0000000000e+05,1.9999900000e+05,1.9999900000e+05,9.9999500000e-01,5.0000125001e-02,2.5906800519e-02,9.6055822304e-02,4.9769856116e-02,5.1792972143e-02,2.6835736861e-02,5.0000000000e-02,2.4840000000e-02,-4.8186398963e+01,-9.9869207835e+01,4.9999875000e-06,2.5906800518e-02,2.4840062100e-02,1.2870498498e-02,-4.8186398963e+01,6.2703333333e-09,2.4840062100e-02,1.2870498498e-02,6.2703333333e-05,3.2488773748e-05,6.2703333833e-05,3.2488774007e-05,2.9999850000e+08,2.9999850000e+08,1.8811000000e+00,9.9999500000e-01
51,5.0000000000e+01,1.0000000000e+02,1.9300000000e+01,1.5800000000e+03,2.0000000000e+05,1.9999900000e+05,1.9999900000e+05,9.9999500000e-01,5.0000125001e-02,2.5906800519e-02,9.3725816708e-02,4.8562599330e-02,5.0715202121e-02,2.6277306799e-02,4.9092800000e-02,2.4475200000e-02,-4.7228920496e+01,-9.9994296217e+01,4.9999875000e-06,2.5906800518e-02,2.4927546594e-02,1.2915827251e-02,-4.7228920496e+01,2.6943037975e-10,2.4927546594e-02,1.2915827251e-02,2.6943037975e-06,1.3960123303e-06,2.6943036694e-06,1.3960122639e-06,3.1599842000e+08,3.1599842000e+08,8.5140000000e-02,9.9999500000e-01
52,5.0000000000e+01,1.0000000000e+02,1.9300000000e+01,1.5840000000e+03,2.0000000000e+05,1.9999900000e+05,1.9999900000e+05,9.9999500000e-01,5.0000125001e-02,2.5906800519e-02,9.3620171291e-02,4.8507860773e-02,5.0668069479e-02,2.6252885741e-02,4.9047440000e-02,2.4456960000e-02,-4.7180116804e+01,-9.9996949893e+01,4.9999875000e-06,2.5906800518e-02,2.4932005771e-02,1.2918137705e-02,-4.7180116804e+01,1.4397095960e-10,2.4932005771e-02,1.2918137705e-02,1.4397095960e-06,7.4596352122e-07,1.4397094629e-06,7.4596345226e-07,3.1679841600e+08,3.1679841600e+08,4.5610000000e-02,9.9999500000e-01
53,5.0000000000e+01,1.0000000000e+02,1.9300000000e+01,2.0000000000e+03,2.0000000000e+05,1.9999900000e+05,1.9999900000e+05,9.9999500000e-01,5.0000125001e-02,2.5906800519e-02,8.5184943595e-02,4.4137276474e-02,4.7505295904e-02,2.4614142955e-02,4.4330000000e-02,2.2560000000e-02,-4.1559213809e+01,-9.9306569930e+01,4.9999875000e-06,2.5906800518e-02,2.5445585834e-02,1.3184241365e-02,-4.1559213809e+01,3.0192500000e-08,2.5445585834e-02,1.3184241365e-02,3.0192500000e-04,1.5643782383e-04,3.0192500400e-04,1.5643782591e-04,3.9999800000e+08,3.9999800000e+08,1.2077000000e+01,9.9999500000e-01
54,5.0000000000e+01,1.0000000000e+02,1.9300000000e+01,2.5100000000e+03,2.0000000000e+05,1.9999900000e+05,1.9999900000e+05,9.9999500000e-01,5.0000125001e-02,2.5906800519e-02,8.0303979074e-02,4.1608279313e-02,4.7025779082e-02,2.4365688643e-02,4.2504200000e-02,2.2458000000e-02,-3.9048845718e+01,-9.9990904770e+01,4.9999875000e-06,2.5906800518e-02,2.6418631742e-02,1.3688410229e-02,-3.9048845718e+01,3.9422310757e-10,2.6418631742e-02,1.3688410229e-02,3.9422310757e-06,2.0426067750e-06,3.9422309869e-06,2.0426067290e-06,5.0199749000e+08,5.0199749000e+08,1.9790000000e-01,9.9999500000e-01
55,5.0000000000e+01,1.0000000000e+02,1.9300000000e+01,3.1600000000e+03,2.0000000000e+05,1.9999900000e+05,1.9999900000e+05,9.9999500000e-01,5.0000125001e-02,2.5906800519e-02,7.7986596268e-02,4.0407562833e-02,4.8672102596e-02,2.5218706008e-02,4.0690800000e-02,2.2563200000e-02,-3.6332535810e+01,-9.9997964514e+01,4.9999875000e-06,2.5906800518e-02,2.7725255351e-02,1.4365417280e-02,-3.6332535810e+01,8.8639240506e-11,2.7725255351e-02,1.4365417280e-02,8.8639240506e-07,4.5927067620e-07,8.8639207089e-07,4.5927050305e-07,6.3199684000e+08,6.3199684000e+08,5.6020000000e-02,9.9999500000e-01
56,5.0000000000e+01,1.0000000000e+02,1.9300000000e+01,3.9800000000e+03,2.0000000000e+05,2.0000000000e+05,2.0000000000e+05,1.0000000000e+00,9.9999997222e-06,5.1813470063e-06,7.7832761760e-02,4.0327855834e-02,5.2100927130e-02,2.6995299031e-02,4.0387400000e-02,2.3604600000e-02,-9.9987170882e+01,-1.0000000000e+02,0.0000000000e+00,0.0000000000e+00,5.8445454137e-06,3.0282618724e-06,-9.9987170882e+01,0.0000000000e+00,5.8445454137e-06,3.0282618724e-06,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,7.9600000000e+08,7.9600000000e+08,0.0000000000e+00,1.0000000000e+00
57,5.0000000000e+01,1.0000000000e+02,1.9300000000e+01,5.0000000000e+03,2.0000000000e+05,1.9999800000e+05,1.9999800000e+05,9.9999000000e-01,1.0000050000e-01,5.1813730571e-02,7.9447920973e-02,4.1164725893e-02,5.6933523889e-02,2.9499235176e-02,4.1030000000e-02,2.5100000000e-02,2.6282550747e+01,-1.0000000000e+02,7.0710324564e-06,3.6637840246e-02,6.1175056058e-02,3.1696920237e-02,2.6282550747e+01,0.0000000000e+00,6.1175056058e-02,3.1696920237e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,9.9999000000e+08,9.9999000000e+08,0.0000000000e+00,9.9999000000e-01
58,5.0000000000e+01,1.0000000000e+02,1.9300000000e+01,6.3100000000e+03,2.0000000000e+05,2.0000000000e+05,2.0000000000e+05,1.0000000000e+00,9.9999997222e-06,5.1813470063e-06,8.2609878808e-02,4.2803046015e-02,6.3068752227e-02,3.2678109962e-02,4.2506100000e-02,2.6857350000e-02,-9.9987810345e+01,-1.0000000000e+02,0.0000000000e+00,0.0000000000e+00,6.3184694088e-06,3.2738183465e-06,-9.9987810345e+01,0.0000000000e+00,6.3184694088e-06,3.2738183465e-06,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2620000000e+09,1.2620000000e+09,0.0000000000e+00,1.0000000000e+00
59,5.0000000000e+01,1.0000000000e+02,1.9300000000e+01,7.0000000000e+03,2.0000000000e+05,1.9999600000e+05,1.9999600000e+05,9.9998000000e-01,2.0000200003e-01,1.0362797929e-01,8.4383418574e-02,4.3721978536e-02,6.6092861088e-02,3.4245005745e-02,4.3410000000e-02,2.7675000000e-02,1.3871914142e+02,-9.9999278931e+01,9.9998999995e-06,5.1813989645e-02,1.2750645821e-01,6.6065522387e-02,1.3871914142e+02,3.8514285714e-11,1.2750645821e-01,6.6065522387e-02,3.8514285714e-07,1.9955588453e-07,3.8514302859e-07,1.9955597336e-07,1.3999720000e+09,1.3999720000e+09,5.3920000000e-02,9.9998000000e-01
60,5.0000000000e+01,1.0000000000e+02,1.9300000000e+01,1.0000000000e+04,2.0000000000e+05,1.9999600000e+05,1.9999600000e+05,9.9998000000e-01,2.0000200003e-01,1.0362797929e-01,9.2380330378e-02,4.7865456154e-02,7.7864460548e-02,4.0344280077e-02,4.7470000000e-02,3.0720000000e-02,1.1830204190e+02,-1.0000000000e+02,9.9998999995e-06,5.1813989645e-02,1.2943040743e-01,6.7062387271e-02,1.1830204190e+02,0.0000000000e+00,1.2943040743e-01,6.7062387271e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9999600000e+09,1.9999600000e+09,0.0000000000e+00,9.9998000000e-01
61,5.0000000000e+01,1.0000000000e+02,1.9300000000e+01,1.5800000000e+04,2.0000000000e+05,1.9999800000e+05,1.9999800000e+05,9.9999000000e-01,1.0000050000e-01,5.1813730571e-02,1.0533477602e-01,5.4577604158e-02,9.4764764078e-02,4.9100914030e-02,5.4654400000e-02,3.3784000000e-02,-5.1975127867e+00,-1.0000000000e+02,7.0710324564e-06,3.6637840246e-02,6.1814179501e-02,3.2028072280e-02,-5.1975127867e+00,0.0000000000e+00,6.1814179501e-02,3.2028072280e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.1599684000e+09,3.1599684000e+09,0.0000000000e+00,9.9999000000e-01
62,5.0000000000e+01,1.0000000000e+02,1.9300000000e+01,2.5100000000e+04,2.0000000000e+05,1.9999900000e+05,1.9999900000e+05,9.9999500000e-01,5.0000125001e-02,2.5906800519e-02,1.2035178545e-01,6.2358438058e-02,1.1283163126e-01,5.8461985109e-02,5.8930000000e-02,3.4750000000e-02,-5.6038010320e+01,-1.0000000000e+02,4.9999875000e-06,2.5906800518e-02,2.9484207429e-02,1.5276791414e-02,-5.6038010320e+01,0.0000000000e+00,2.9484207429e-02,1.5276791414e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.0199749000e+09,5.0199749000e+09,0.0000000000e+00,9.9999500000e-01
63,5.0000000000e+01,1.0000000000e+02,1.9300000000e+01,3.9800000000e+04,2.0000000000e+05,1.9999800000e+05,1.9999800000e+05,9.9999000000e-01,1.0000050000e-01,5.1813730571e-02,1.3603589103e-01,7.0484917633e-02,1.3076794088e-01,6.7755409784e-02,5.8930000000e-02,3.4750000000e-02,-1.2075800829e+01,-1.0000000000e+02,7.0710324564e-06,3.6637840246e-02,5.8968562279e-02,3.0553659212e-02,-1.2075800829e+01,0.0000000000e+00,5.8968562279e-02,3.0553659212e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,7.9599204000e+09,7.9599204000e+09,0.0000000000e+00,9.9999000000e-01
64,5.0000000000e+01,1.0000000000e+02,1.9300000000e+01,6.3100000000e+04,2.0000000000e+05,1.9999900000e+05,1.9999900000e+05,9.9999500000e-01,5.0000125001e-02,2.5906800519e-02,1.5148879495e-01,7.8491603599e-02,1.4784861934e-01,7.6605502249e-02,5.8930000000e-02,3.4750000000e-02,-5.6038010320e+01,-1.0000000000e+02,4.9999875000e-06,2.5906800518e-02,2.9484207429e-02,1.5276791414e-02,-5.6038010320e+01,0.0000000000e+00,2.9484207429e-02,1.5276791414e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2619936900e+10,1.2619936900e+10,0.0000000000e+00,9.9999500000e-01
65,5.0000000000e+01,1.0000000000e+02,1.9300000000e+01,1.0000000000e+05,2.0000000000e+05,1.9999400000e+05,1.9999400000e+05,9.9997000000e-01,3.0000450009e-01,1.5544274616e-01,1.6599789727e-01,8.6009273197e-02,1.6350017465e-01,8.4715116400e-02,5.8930000000e-02,3.4750000000e-02,1.6377523530e+02,-1.0000000000e+02,1.2247265001e-05,6.3459235387e-02,1.7690745593e-01,9.1661894266e-02,1.6377523530e+02,0.0000000000e+00,1.7690745593e-01,9.1661894266e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9999400000e+10,1.9999400000e+10,0.0000000000e+00,9.9997000000e-01
66,5.0000000000e+01,1.5000000000e+02,1.9300000000e+01,1.0000000000e+00,2.0000000000e+05,6.9135000000e+04,6.9135000000e+04,3.4567500000e-01,7.0817083447e+03,3.6692789351e+03,7.0955433749e+03,3.6764473445e+03,7.0863645094e+03,3.6716914557e+03,3.6830000000e+03,3.6710000000e+03,-3.7255131419e-01,-9.4775724045e+01,1.0634467414e-03,1.0626719208e+01,7.0586346276e+03,3.6573236412e+03,-3.7255131419e-01,5.5521227800e-02,7.0586346276e+03,3.6573236412e+03,3.7014151867e+02,1.9178317029e+02,3.8081378310e+02,1.9731284098e+02,6.9135000000e+04,6.9135000000e+04,1.1104245560e+04,3.4567500000e-01
67,5.0000000000e+01,1.5000000000e+02,1.9300000000e+01,1.5800000000e+00,2.0000000000e+05,1.3103800000e+05,1.3103800000e+05,6.5519000000e-01,2.8188667272e+03,1.4605527084e+03,2.8326316048e+03,1.4676847693e+03,2.8263604092e+03,1.4644354452e+03,1.5045782665e+03,1.4935782665e+03,-2.9261062124e+00,-9.4931113223e+01,1.0628171618e-03,5.6032852279e+00,2.7982579395e+03,1.4498745801e+03,-2.9261062124e+00,2.1917405570e-02,2.7982579395e+03,1.4498745801e+03,1.4611603713e+02,7.5707791260e+01,1.4774106754e+02,7.6549775926e+01,2.0704004000e+05,2.0704004000e+05,6.9259001600e+03,6.5519000000e-01
68,5.0000000000e+01,1.5000000000e+02,1.9300000000e+01,2.5100000000e+00,2.0000000000e+05,9.4298000000e+04,9.4298000000e+04,4.7149000000e-01,5.0123825736e+03,2.5970894164e+03,5.0406479956e+03,2.6117347127e+03,5.0258994005e+03,2.6040929536e+03,2.6113223250e+03,2.5694643329e+03,-5.4504602847e-01,-9.2770920640e+01,1.1162149880e-03,8.1776175490e+00,4.9320369694e+03,2.5554595696e+03,-5.4504602847e-01,5.3774224263e-02,4.9320369694e+03,2.5554595696e+03,3.5849482842e+02,1.8574861576e+02,3.6849383224e+02,1.9092944676e+02,2.3668798000e+05,2.3668798000e+05,2.6994660580e+04,4.7149000000e-01
69,5.0000000000e+01,1.5000000000e+02,1.9300000000e+01,3.9800000000e+00,2.0000000000e+05,1.5117600000e+05,1.5117600000e+05,7.5588000000e-01,1.8658176371e+03,9.6674488967e+02,1.8691109663e+03,9.6845127790e+02,1.8537628259e+03,9.6049887354e+02,9.7531200001e+02,9.5915000001e+02,-8.7839689620e-01,-9.3057538097e+01,9.6053481353e-04,4.3894659812e+00,1.8348989724e+03,9.5072485618e+02,-8.7839689620e-01,1.9277406457e-02,1.8348989724e+03,9.5072485618e+02,1.2851604305e+02,6.6588623341e+01,1.2977092446e+02,6.7238820966e+01,6.0168048000e+05,6.0168048000e+05,1.5344815540e+04,7.5588000000e-01
70,5.0000000000e+01,1.5000000000e+02,1.9300000000e+01,6.3100000000e+00,2.0000000000e+05,1.8279600000e+05,1.8279600000e+05,9.1398000000e-01,5.9964393070e+02,3.1069633715e+02,5.9658958724e+02,3.0911377577e+02,5.8539839684e+02,3.0331523152e+02,3.2336050000e+02,3.1513250000e+02,-3.9164223364e+00,-9.4722903242e+01,6.2697910491e-04,2.3695605291e+00,5.8438582014e+02,3.0279058038e+02,-3.9164223364e+00,4.8143406894e-03,5.8438582014e+02,3.0279058038e+02,3.2095604596e+01,1.6629846941e+01,3.2173113052e+01,1.6670006763e+01,1.1534427600e+06,1.1534427600e+06,6.0756979500e+03,9.1398000000e-01
71,5.0000000000e+01,1.5000000000e+02,1.9300000000e+01,1.0000000000e+01,2.0000000000e+05,1.9453600000e+05,1.9453600000e+05,9.7268000000e-01,1.8466753762e+02,9.5682661977e+01,1.8357779636e+02,9.5118029200e+01,1.7836413962e+02,9.2416652655e+01,9.6910000000e+01,9.2040000000e+01,-1.2664720086e+00,-9.6386878668e+01,3.6451075156e-04,1.2944693999e+00,1.7538747459e+02,9.0874339164e+01,-1.2664720086e+00,9.6273713500e-04,1.7538747459e+02,9.0874339164e+01,6.4182475667e+00,3.3255168739e+00,6.4213390937e+00,3.3271187014e+00,1.9453600000e+06,1.9453600000e+06,1.9254742700e+03,9.7268000000e-01
72,5.0000000000e+01,1.5000000000e+02,1.9300000000e+01,1.5800000000e+01,2.0000000000e+05,1.9309900000e+05,1.9309900000e+05,9.6549500000e-01,2.3409570527e+02,1.2129311154e+02,2.3355054405e+02,1.2101064459e+02,2.2811332547e+02,1.1819343288e+02,1.2719280000e+02,1.0756320000e+02,-4.6383824081e+00,-8.9059110719e+01,4.0813236196e-04,1.4601666852e+00,1.9796783439e+02,1.0257400745e+02,-4.6383824081e+00,3.4069432943e-03,1.9796783439e+02,1.0257400745e+02,2.2712955295e+01,1.1768370619e+01,2.2751734274e+01,1.1788463355e+01,3.0509642000e+06,3.0509642000e+06,1.0765940810e+04,9.6549500000e-01
73,5.0000000000e+01,1.5000000000e+02,1.9300000000e+01,2.0000000000e+01,2.0000000000e+05,1.9624000000e+05,1.9624000000e+05,9.8120000000e-01,1.2652644399e+02,6.5557742998e+01,1.2699347677e+02,6.5799728899e+01,1.2276597332e+02,6.3609312599e+01,6.5730000000e+01,5.6970000000e+01,-2.6206755310e-01,-9.0581466020e+01,3.0369853473e-04,1.0691449501e+00,1.0966395122e+02,5.6820700115e+01,-2.6206755310e-01,1.5533813850e-03,1.0966395122e+02,5.6820700115e+01,1.0355875900e+01,5.3657388083e+00,1.0363927552e+01,5.3699106486e+00,3.9248000000e+06,3.9248000000e+06,6.2135255400e+03,9.8120000000e-01
74,5.0000000000e+01,1.5000000000e+02,1.9300000000e+01,2.5100000000e+01,2.0000000000e+05,1.9795200000e+05,1.9795200000e+05,9.8976000000e-01,6.8618596570e+01,3.5553676979e+01,7.0147470205e+01,3.6345839484e+01,6.6962167888e+01,3.4695423776e+01,4.3800000000e+01,3.8069400000e+01,-1.8827221510e+01,-9.2970136006e+01,2.2511266513e-04,7.8563615822e-01,5.9640840188e+01,3.0901989735e+01,-1.8827221510e+01,7.7476772909e-04,5.9640840188e+01,3.0901989735e+01,5.1651181939e+00,2.6762270435e+00,5.1671201114e+00,2.6772643064e+00,4.9685952000e+06,4.9685952000e+06,3.8893340000e+03,9.8976000000e-01
75,5.0000000000e+01,1.5000000000e+02,1.9300000000e+01,2.5500000000e+01,2.0000000000e+05,1.9798900000e+05,1.9798900000e+05,9.8994500000e-01,6.7372619682e+01,3.4908093100e+01,6.7299410957e+01,3.4870161118e+01,6.4178602450e+01,3.3253161891e+01,4.2080000000e+01,3.6587000000e+01,-1.7043504991e+01,-9.3452827341e+01,2.2309075479e-04,7.7843425416e-01,5.8577995159e+01,3.0351292829e+01,-1.7043504991e+01,6.9347237059e-04,5.8577995159e+01,3.0351292829e+01,4.6231491373e+00,2.3954140608e+00,4.6247528918e+00,2.3962450217e+00,5.0487195000e+06,5.0487195000e+06,3.5367090900e+03,9.8994500000e-01
