run_id,world_half_cm,thickness_nm,backing_thickness_um,density_g_cm3,E_keV,N_injected,N_uncollided,N_trans_total,T_counts,mu_counts_per_mm,mu_counts_cm2_g,mu_calc_per_mm,mu_calc_cm2_g,mu_tr_per_mm,mu_tr_cm2_g,mu_ref_cm2_g,mu_en_ref_cm2_g,delta_mu_percent,delta_mu_en_percent,sigma_T_counts,sigma_mu_counts_cm2_g,mu_en_cpe_per_mm,mu_en_cpe_cm2_g,delta_mu_en_cpe_percent,absorbed_fraction,mu_en_per_mm,mu_en_cm2_g,mu_en_raw_per_mm,mu_en_raw_cm2_g,mu_eff_per_mm,mu_eff_cm2_g,E_trans_unc_keV,E_trans_tot_keV,E_abs_keV,T_energy_tot
585,1.0000000000e+02,1.0000000000e+02,5.0000000000e+01,1.9300000000e+01,1.7750000000e+02,2.0000000000e+05,1.9997200000e+05,1.9997900000e+05,9.9986000000e-01,1.4000980091e+00,7.2543938298e-01,2.0207062714e+00,1.0469980681e+00,1.7456354281e+00,9.0447431507e-01,1.1428700000e+00,6.9222500000e-01,-3.6524768085e+01,-9.9032344659e+01,2.6455661020e-05,1.3709515716e-01,8.4802544855e-01,4.3939142412e-01,-3.6524768085e+01,1.2927819718e-06,8.4802544855e-01,4.3939142412e-01,1.2927819718e-02,6.6983521856e-03,1.2927828075e-02,6.6983565153e-03,3.5495030000e+07,3.5495696219e+07,4.5893760000e+01,9.9987876674e-01
586,1.0000000000e+02,1.0000000000e+02,5.0000000000e+01,1.9300000000e+01,2.0000000000e+02,2.0000000000e+05,1.9997800000e+05,1.9998600000e+05,9.9989000000e-01,1.1000605044e+00,5.6997953598e-01,1.5176885824e+00,7.8636714111e-01,1.2743880908e+00,6.6030471028e-01,7.8440000000e-01,4.9130000000e-01,-2.7335602247e+01,-9.9727954491e+01,2.3450788899e-05,1.2152004544e-01,6.8901035929e-01,3.5700018616e-01,-2.7335602247e+01,2.5795600000e-07,6.8901035929e-01,3.5700018616e-01,2.5795600000e-03,1.3365595855e-03,2.5795603328e-03,1.3365597579e-03,3.9995600000e+07,3.9996468678e+07,1.0318240000e+01,9.9991171695e-01
587,1.0000000000e+02,1.0000000000e+02,5.0000000000e+01,1.9300000000e+01,2.2620000000e+02,2.0000000000e+05,1.9998100000e+05,1.9998400000e+05,9.9990500000e-01,9.5004512786e-01,4.9225136158e-01,1.1399586573e+00,5.9065215406e-01,9.2530250029e-01,4.7943134730e-01,6.6372280000e-01,4.1427200000e-01,-2.5834797059e+01,-9.9499106670e+01,2.1793459455e-05,1.1293020741e-01,5.9298414219e-01,3.0724566953e-01,-2.5834797059e+01,4.0048673740e-07,5.9298414219e-01,3.0724566953e-01,4.0048673740e-03,2.0750608156e-03,4.0048681763e-03,2.0750612313e-03,4.5235702200e+07,4.5235888287e+07,1.8118020000e+01,9.9990911333e-01
588,1.0000000000e+02,1.0000000000e+02,5.0000000000e+01,1.9300000000e+01,2.5100000000e+02,2.0000000000e+05,1.9998900000e+05,1.9999200000e+05,9.9994500000e-01,5.5001512555e-01,2.8498193034e-01,9.0544619661e-01,4.6914310705e-01,7.1124648550e-01,3.6852149508e-01,5.4949400000e-01,3.4136000000e-01,-4.8137389974e+01,-9.9522224545e+01,1.6582667910e-05,8.5925285008e-02,3.4168373678e-01,1.7703820559e-01,-4.8137389974e+01,3.1477031873e-07,3.4168373678e-01,1.7703820559e-01,3.1477031873e-03,1.6309342939e-03,3.1477036824e-03,1.6309345505e-03,5.0197239000e+07,5.0197847552e+07,1.5801470000e+01,9.9995712256e-01
589,1.0000000000e+02,1.0000000000e+02,5.0000000000e+01,1.9300000000e+01,2.8830000000e+02,2.0000000000e+05,1.9999000000e+05,1.9999300000e+05,9.9995000000e-01,5.0001250042e-01,2.5907383441e-01,6.7700522144e-01,3.5077990748e-01,5.0699899264e-01,2.6269377857e-01,3.7769020000e-01,2.3169800000e-01,-3.1405730301e+01,-9.9024622174e+01,1.5810993011e-05,8.1926339898e-02,3.0673789344e-01,1.5893155101e-01,-3.1405730301e+01,4.3616666667e-07,3.0673789344e-01,1.5893155101e-01,4.3616666667e-03,2.2599309154e-03,4.3616676179e-03,2.2599314083e-03,5.7657117000e+07,5.7657900046e+07,2.5149370000e+01,9.9996358040e-01
590,1.0000000000e+02,1.0000000000e+02,5.0000000000e+01,1.9300000000e+01,3.0000000000e+02,2.0000000000e+05,1.9998300000e+05,1.9998900000e+05,9.9991500000e-01,8.5003612705e-01,4.4043322645e-01,6.2530501811e-01,3.2399223736e-01,4.6137215478e-01,2.3905292994e-01,3.2380000000e-01,1.9730000000e-01,3.6020144055e+01,-9.8809900846e+01,2.0614651950e-05,1.0682074790e-01,5.1794974634e-01,2.6836774422e-01,3.6020144055e+01,4.5317666667e-07,5.1794974634e-01,2.6836774422e-01,4.5317666667e-03,2.3480656304e-03,4.5317676932e-03,2.3480661623e-03,5.9994900000e+07,5.9995993442e+07,2.7190600000e+01,9.9993322403e-01
591,1.0000000000e+02,1.0000000000e+02,5.0000000000e+01,1.9300000000e+01,3.6770000000e+02,2.0000000000e+05,1.9999300000e+05,1.9999500000e+05,9.9996500000e-01,3.5000612514e-01,1.8135032391e-01,4.2768006243e-01,2.2159588727e-01,2.9125113431e-01,1.5090732348e-01,2.3490990000e-01,1.3819790000e-01,-2.2800050611e+01,-9.9951291713e+01,1.3228525050e-05,6.8543979610e-02,2.0590920809e-01,1.0668870886e-01,-2.2800050611e+01,1.2991569214e-08,2.0590920809e-01,1.0668870886e-01,1.2991569214e-04,6.7313830124e-05,1.2991569349e-04,6.7313830825e-05,7.3537426100e+07,7.3538131881e+07,9.5540000000e-01,9.9997459723e-01
592,1.0000000000e+02,1.0000000000e+02,5.0000000000e+01,1.9300000000e+01,3.9800000000e+02,2.0000000000e+05,1.9999400000e+05,1.9999500000e+05,9.9997000000e-01,3.0000450009e-01,1.5544274616e-01,3.7414640688e-01,1.9385824191e-01,2.4661308951e-01,1.2777880285e-01,1.9512600000e-01,1.1174600000e-01,-2.0337245594e+01,-9.9839122188e+01,1.2247265001e-05,6.3459235387e-02,1.7180848717e-01,8.9019941537e-02,-2.0337245594e+01,3.4696482412e-08,1.7180848717e-01,8.9019941537e-02,3.4696482412e-04,1.7977452027e-04,3.4696483067e-04,1.7977452366e-04,7.9597612000e+07,7.9597670116e+07,2.7618400000e+00,9.9997073010e-01
593,1.0000000000e+02,1.0000000000e+02,5.0000000000e+01,1.9300000000e+01,4.6870000000e+02,2.0000000000e+05,1.9999700000e+05,1.9999900000e+05,9.9998500000e-01,1.5000112501e-01,7.7720790161e-02,2.9037332881e-01,1.5045250198e-01,1.7965324163e-01,9.3084581157e-02,1.5492110000e-01,8.5542800000e-02,-4.9832017614e+01,-9.9984039415e+01,8.6601890857e-06,4.4872119122e-02,8.2826136896e-02,4.2915096837e-02,-4.9832017614e+01,2.6350544058e-09,8.2826136896e-02,4.2915096837e-02,2.6350544058e-05,1.3653131636e-05,2.6350544004e-05,1.3653131608e-05,9.3738593900e+07,9.3739300853e+07,2.4701000000e-01,9.9999254164e-01
594,1.0000000000e+02,1.0000000000e+02,5.0000000000e+01,1.9300000000e+01,5.0000000000e+02,2.0000000000e+05,1.9999300000e+05,1.9999800000e+05,9.9996500000e-01,3.5000612514e-01,1.8135032391e-01,2.6555034714e-01,1.3759085344e-01,1.6051475126e-01,8.3168264902e-02,1.3780000000e-01,7.4400000000e-02,3.1604008642e+01,-9.9116583097e+01,1.3228525050e-05,6.8543979610e-02,1.8897282809e-01,9.7913382429e-02,3.1604008642e+01,1.2685160000e-07,1.8897282809e-01,9.7913382429e-02,1.2685160000e-03,6.5726217617e-04,1.2685160805e-03,6.5726221786e-04,9.9996500000e+07,9.9998223209e+07,1.2685160000e+01,9.9998223209e-01
595,1.0000000000e+02,1.0000000000e+02,5.0000000000e+01,1.9300000000e+01,5.9770000000e+02,2.0000000000e+05,1.9999500000e+05,1.9999800000e+05,9.9997500000e-01,2.5000312505e-01,1.2953529795e-01,2.1133177056e-01,1.0949832672e-01,1.2086624545e-01,6.2624997641e-02,1.0995550000e-01,5.7136410000e-02,1.7807020071e+01,-9.9943691683e+01,1.1180200132e-05,5.7929946344e-02,1.2990965485e-01,6.7310701997e-02,1.7807020071e+01,6.2093023256e-09,1.2990965485e-01,6.7310701997e-02,6.2093023256e-05,3.2172550910e-05,6.2093023138e-05,3.2172550849e-05,1.1953701150e+08,1.1953843094e+08,7.4226000000e-01,9.9998687417e-01
596,1.0000000000e+02,1.0000000000e+02,5.0000000000e+01,1.9300000000e+01,6.3100000000e+02,2.0000000000e+05,1.9999700000e+05,2.0000000000e+05,9.9998500000e-01,1.5000112501e-01,7.7720790161e-02,1.9863307191e-01,1.0291869011e-01,1.1197942321e-01,5.8020426535e-02,1.0486080000e-01,5.4180250000e-02,-2.5881940476e+01,-9.9978404068e+01,8.6601890857e-06,4.4872119122e-02,7.7503685394e-02,4.0157349945e-02,-2.5881940476e+01,2.2582408875e-09,7.7503685394e-02,4.0157349945e-02,2.2582408875e-05,1.1700729987e-05,2.2582409301e-05,1.1700730208e-05,1.2619810700e+08,1.2619933955e+08,2.8499000000e-01,9.9999476663e-01
597,1.0000000000e+02,1.0000000000e+02,5.0000000000e+01,1.9300000000e+01,7.0000000000e+02,2.0000000000e+05,1.9999800000e+05,2.0000000000e+05,9.9999000000e-01,1.0000050000e-01,5.1813730571e-02,1.7705510677e-01,9.1738397289e-02,9.7647872742e-02,5.0594752716e-02,9.4980000000e-02,4.8505000000e-02,-4.5447746293e+01,-9.9957271645e+01,7.0710324564e-06,3.6637840246e-02,5.1068901375e-02,2.6460570661e-02,-4.5447746293e+01,4.0000000000e-09,5.1068901375e-02,2.6460570661e-02,4.0000000000e-05,2.0725388601e-05,4.0000000059e-05,2.0725388632e-05,1.3999860000e+08,1.3999971612e+08,5.6000000000e-01,9.9999797226e-01
598,1.0000000000e+02,1.0000000000e+02,5.0000000000e+01,1.9300000000e+01,7.6290000000e+02,2.0000000000e+05,1.9999800000e+05,2.0000000000e+05,9.9999000000e-01,1.0000050000e-01,5.1813730571e-02,1.6232174874e-01,8.4104533026e-02,8.8254951900e-02,4.5727954352e-02,8.5972720000e-02,4.3331475000e-02,-3.9732358623e+01,-9.9034003844e+01,7.0710324564e-06,3.6637840246e-02,5.0401675856e-02,2.6114857956e-02,-3.9732358623e+01,8.0786013894e-08,5.0401675856e-02,2.6114857956e-02,8.0786013894e-04,4.1858038287e-04,8.0786017142e-04,4.1858039970e-04,1.5257847420e+08,1.5257966598e+08,1.2326330000e+01,9.9999781086e-01
599,1.0000000000e+02,1.0000000000e+02,5.0000000000e+01,1.9300000000e+01,9.7330000000e+02,2.0000000000e+05,1.9999900000e+05,2.0000000000e+05,9.9999500000e-01,5.0000125001e-02,2.5906800519e-02,1.3004316626e-01,6.7379878891e-02,6.9399716949e-02,3.5958402564e-02,6.8113080000e-02,3.3763920000e-02,-6.1965013888e+01,-9.9993288080e+01,4.9999875000e-06,2.5906800518e-02,2.4785257406e-02,1.2842102283e-02,-6.1965013888e+01,4.3737799240e-10,2.4785257406e-02,1.2842102283e-02,4.3737799240e-06,2.2662072145e-06,4.3737802278e-06,2.2662073719e-06,1.9465902670e+08,1.9465995778e+08,8.5140000000e-02,9.9999978310e-01
600,1.0000000000e+02,1.0000000000e+02,5.0000000000e+01,1.9300000000e+01,1.0000000000e+03,2.0000000000e+05,1.9999800000e+05,2.0000000000e+05,9.9999000000e-01,1.0000050000e-01,5.1813730571e-02,1.2721952737e-01,6.5916853562e-02,6.7860004790e-02,3.5160624243e-02,6.6180000000e-02,3.2760000000e-02,-2.1707871606e+01,-9.9971867151e+01,7.0710324564e-06,3.6637840246e-02,4.9501607436e-02,2.5648501262e-02,-2.1707871606e+01,1.7787500000e-09,4.9501607436e-02,2.5648501262e-02,1.7787500000e-05,9.2163212435e-06,1.7787500377e-05,9.2163214390e-06,1.9999800000e+08,1.9999961276e+08,3.5575000000e-01,9.9999806378e-01
601,1.0000000000e+02,1.0000000000e+02,5.0000000000e+01,1.9300000000e+01,1.2410000000e+03,2.0000000000e+05,1.9999800000e+05,1.9999900000e+05,9.9999000000e-01,1.0000050000e-01,5.1813730571e-02,1.0781593459e-01,5.5863178544e-02,5.7684828097e-02,2.9888511967e-02,5.6144760000e-02,2.7795400000e-02,-7.7140403280e+00,-9.9985867520e+01,7.0710324564e-06,3.6637840246e-02,4.9506915655e-02,2.5651251635e-02,-7.7140403280e+00,7.5813859790e-10,4.9506915655e-02,2.5651251635e-02,7.5813859790e-06,3.9281792637e-06,7.5813855222e-06,3.9281790271e-06,2.4819751800e+08,2.4819867318e+08,1.8817000000e-01,9.9999465423e-01
602,1.0000000000e+02,1.0000000000e+02,5.0000000000e+01,1.9300000000e+01,1.5000000000e+03,2.0000000000e+05,1.9999100000e+05,1.9999800000e+05,9.9995500000e-01,4.5001012530e-01,2.3316586803e-01,9.6055822304e-02,4.9769856116e-02,5.1792972143e-02,2.6835736861e-02,5.0000000000e-02,2.4840000000e-02,3.6633173607e+02,-9.9835291983e+01,1.4999662496e-05,7.7721956018e-02,2.2356503025e-01,1.1583680324e-01,3.6633173607e+02,7.8963000000e-09,2.2356503025e-01,1.1583680324e-01,7.8963000000e-05,4.0913471503e-05,7.8962999784e-05,4.0913471391e-05,2.9998650000e+08,2.9999096877e+08,2.3688900000e+00,9.9996989589e-01
603,1.0000000000e+02,1.0000000000e+02,5.0000000000e+01,1.9300000000e+01,1.5800000000e+03,2.0000000000e+05,1.9999700000e+05,1.9999900000e+05,9.9998500000e-01,1.5000112501e-01,7.7720790161e-02,9.3725816708e-02,4.8562599330e-02,5.0715202121e-02,2.6277306799e-02,4.9092800000e-02,2.4475200000e-02,5.8314030084e+01,-9.9989581920e+01,8.6601890857e-06,4.4872119122e-02,7.4783013698e-02,3.8747675491e-02,5.8314030084e+01,4.9212025317e-10,7.4783013698e-02,3.8747675491e-02,4.9212025317e-06,2.5498458713e-06,4.9212023357e-06,2.5498457698e-06,3.1599526000e+08,3.1599637163e+08,1.5551000000e-01,9.9998851781e-01
604,1.0000000000e+02,1.0000000000e+02,5.0000000000e+01,1.9300000000e+01,1.5840000000e+03,2.0000000000e+05,1.9999900000e+05,2.0000000000e+05,9.9999500000e-01,5.0000125001e-02,2.5906800519e-02,9.3620171291e-02,4.8507860773e-02,5.0668069479e-02,2.6252885741e-02,4.9047440000e-02,2.4456960000e-02,-4.7180116804e+01,-9.9994057607e+01,4.9999875000e-06,2.5906800518e-02,2.4932005771e-02,1.2918137705e-02,-4.7180116804e+01,2.8049242424e-10,2.4932005771e-02,1.2918137705e-02,2.8049242424e-06,1.4533286230e-06,2.8049240712e-06,1.4533285343e-06,3.1679841600e+08,3.1679897062e+08,8.8860000000e-02,9.9999675069e-01
605,1.0000000000e+02,1.0000000000e+02,5.0000000000e+01,1.9300000000e+01,2.0000000000e+03,2.0000000000e+05,2.0000000000e+05,2.0000000000e+05,1.0000000000e+00,9.9999997222e-06,5.1813470063e-06,8.5184943595e-02,4.4137276474e-02,4.7505295904e-02,2.4614142955e-02,4.4330000000e-02,2.2560000000e-02,-9.9988311872e+01,-1.0000000000e+02,0.0000000000e+00,0.0000000000e+00,5.0891043026e-06,2.6368416075e-06,-9.9988311872e+01,0.0000000000e+00,5.0891043026e-06,2.6368416075e-06,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.0000000000e+08,4.0000000000e+08,0.0000000000e+00,1.0000000000e+00
606,1.0000000000e+02,1.0000000000e+02,5.0000000000e+01,1.9300000000e+01,2.5100000000e+03,2.0000000000e+05,1.9999800000e+05,1.9999900000e+05,9.9999000000e-01,1.0000050000e-01,5.1813730571e-02,8.0303979074e-02,4.1608279313e-02,4.7025779082e-02,2.4365688643e-02,4.2504200000e-02,2.2458000000e-02,2.1902613322e+01,-9.9981674881e+01,7.0710324564e-06,3.6637840246e-02,5.2837395577e-02,2.7376888900e-02,2.1902613322e+01,7.9428286852e-10,5.2837395577e-02,2.7376888900e-02,7.9428286852e-06,4.1154552773e-06,7.9428286202e-06,4.1154552436e-06,5.0199498000e+08,5.0199616160e+08,3.9873000000e-01,9.9999235378e-01
607,1.0000000000e+02,1.0000000000e+02,5.0000000000e+01,1.9300000000e+01,3.1600000000e+03,2.0000000000e+05,1.9999900000e+05,2.0000000000e+05,9.9999500000e-01,5.0000125001e-02,2.5906800519e-02,7.7986596268e-02,4.0407562833e-02,4.8672102596e-02,2.5218706008e-02,4.0690800000e-02,2.2563200000e-02,-3.6332535810e+01,-9.9998428512e+01,4.9999875000e-06,2.5906800518e-02,2.7725255351e-02,1.4365417280e-02,-3.6332535810e+01,6.8433544304e-11,2.7725255351e-02,1.4365417280e-02,6.8433544304e-07,3.5457794976e-07,6.8433592129e-07,3.5457819756e-07,6.3199684000e+08,6.3199880861e+08,4.3250000000e-02,9.9999811489e-01
608,1.0000000000e+02,1.0000000000e+02,5.0000000000e+01,1.9300000000e+01,3.9800000000e+03,2.0000000000e+05,1.9999800000e+05,1.9999800000e+05,9.9999000000e-01,1.0000050000e-01,5.1813730571e-02,7.7832761760e-02,4.0327855834e-02,5.2100927130e-02,2.6995299031e-02,4.0387400000e-02,2.3604600000e-02,2.8291820150e+01,-1.0000000000e+02,7.0710324564e-06,3.6637840246e-02,5.8445747990e-02,3.0282770979e-02,2.8291820150e+01,0.0000000000e+00,5.8445747990e-02,3.0282770979e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,7.9599204000e+08,7.9599204000e+08,0.0000000000e+00,9.9999000000e-01
609,1.0000000000e+02,1.0000000000e+02,5.0000000000e+01,1.9300000000e+01,5.0000000000e+03,2.0000000000e+05,1.9999900000e+05,1.9999900000e+05,9.9999500000e-01,5.0000125001e-02,2.5906800519e-02,7.9447920973e-02,4.1164725893e-02,5.6933523889e-02,2.9499235176e-02,4.1030000000e-02,2.5100000000e-02,-3.6858882480e+01,-1.0000000000e+02,4.9999875000e-06,2.5906800518e-02,3.0587451560e-02,1.5848420498e-02,-3.6858882480e+01,0.0000000000e+00,3.0587451560e-02,1.5848420498e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,9.9999500000e+08,9.9999500000e+08,0.0000000000e+00,9.9999500000e-01
610,1.0000000000e+02,1.0000000000e+02,5.0000000000e+01,1.9300000000e+01,6.3100000000e+03,2.0000000000e+05,1.9999800000e+05,2.0000000000e+05,9.9999000000e-01,1.0000050000e-01,5.1813730571e-02,8.2609878808e-02,4.2803046015e-02,6.3068752227e-02,3.2678109962e-02,4.2506100000e-02,2.6857350000e-02,2.1897164340e+01,-9.9998000623e+01,7.0710324564e-06,3.6637840246e-02,6.3185011769e-02,3.2738348067e-02,2.1897164340e+01,1.0363708399e-10,6.3185011769e-02,3.2738348067e-02,1.0363708399e-06,5.3697970981e-07,1.0363709891e-06,5.3697978709e-07,1.2619873800e+09,1.2619960085e+09,1.3079000000e-01,9.9999683713e-01
611,1.0000000000e+02,1.0000000000e+02,5.0000000000e+01,1.9300000000e+01,7.0000000000e+03,2.0000000000e+05,2.0000000000e+05,2.0000000000e+05,1.0000000000e+00,9.9999997222e-06,5.1813470063e-06,8.4383418574e-02,4.3721978536e-02,6.6092861088e-02,3.4245005745e-02,4.3410000000e-02,2.7675000000e-02,-9.9988064163e+01,-1.0000000000e+02,0.0000000000e+00,0.0000000000e+00,6.3752589798e-06,3.3032429947e-06,-9.9988064163e+01,0.0000000000e+00,6.3752589798e-06,3.3032429947e-06,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.4000000000e+09,1.4000000000e+09,0.0000000000e+00,1.0000000000e+00
612,1.0000000000e+02,1.0000000000e+02,5.0000000000e+01,1.9300000000e+01,1.0000000000e+04,2.0000000000e+05,1.9999900000e+05,1.9999900000e+05,9.9999500000e-01,5.0000125001e-02,2.5906800519e-02,9.2380330378e-02,4.7865456154e-02,7.7864460548e-02,4.0344280077e-02,4.7470000000e-02,3.0720000000e-02,-4.5424898844e+01,-1.0000000000e+02,4.9999875000e-06,2.5906800518e-02,3.2357359175e-02,1.6765471075e-02,-4.5424898844e+01,0.0000000000e+00,3.2357359175e-02,1.6765471075e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9999900000e+09,1.9999900000e+09,0.0000000000e+00,9.9999500000e-01
613,1.0000000000e+02,1.0000000000e+02,5.0000000000e+01,1.9300000000e+01,1.5800000000e+04,2.0000000000e+05,1.9999800000e+05,1.9999800000e+05,9.9999000000e-01,1.0000050000e-01,5.1813730571e-02,1.0533477602e-01,5.4577604158e-02,9.4764764078e-02,4.9100914030e-02,5.4654400000e-02,3.3784000000e-02,-5.1975127867e+00,-1.0000000000e+02,7.0710324564e-06,3.6637840246e-02,6.1814179501e-02,3.2028072280e-02,-5.1975127867e+00,0.0000000000e+00,6.1814179501e-02,3.2028072280e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.1599684000e+09,3.1599684000e+09,0.0000000000e+00,9.9999000000e-01
614,1.0000000000e+02,1.0000000000e+02,5.0000000000e+01,1.9300000000e+01,2.5100000000e+04,2.0000000000e+05,1.9999700000e+05,1.9999700000e+05,9.9998500000e-01,1.5000112501e-01,7.7720790161e-02,1.2035178545e-01,6.2358438058e-02,1.1283163126e-01,5.8461985109e-02,5.8930000000e-02,3.4750000000e-02,3.1886628477e+01,-1.0000000000e+02,8.6601890857e-06,4.4872119122e-02,8.8453064553e-02,4.5830603396e-02,3.1886628477e+01,0.0000000000e+00,8.8453064553e-02,4.5830603396e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.0199247000e+09,5.0199247000e+09,0.0000000000e+00,9.9998500000e-01
615,1.0000000000e+02,1.0000000000e+02,5.0000000000e+01,1.9300000000e+01,3.9800000000e+04,2.0000000000e+05,1.9999900000e+05,1.9999900000e+05,9.9999500000e-01,5.0000125001e-02,2.5906800519e-02,1.3603589103e-01,7.0484917633e-02,1.3076794088e-01,6.7755409784e-02,5.8930000000e-02,3.4750000000e-02,-5.6038010320e+01,-1.0000000000e+02,4.9999875000e-06,2.5906800518e-02,2.9484207429e-02,1.5276791414e-02,-5.6038010320e+01,0.0000000000e+00,2.9484207429e-02,1.5276791414e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,7.9599602000e+09,7.9599602000e+09,0.0000000000e+00,9.9999500000e-01
616,1.0000000000e+02,1.0000000000e+02,5.0000000000e+01,1.9300000000e+01,6.3100000000e+04,2.0000000000e+05,1.9999900000e+05,1.9999900000e+05,9.9999500000e-01,5.0000125001e-02,2.5906800519e-02,1.5148879495e-01,7.8491603599e-02,1.4784861934e-01,7.6605502249e-02,5.8930000000e-02,3.4750000000e-02,-5.6038010320e+01,-1.0000000000e+02,4.9999875000e-06,2.5906800518e-02,2.9484207429e-02,1.5276791414e-02,-5.6038010320e+01,0.0000000000e+00,2.9484207429e-02,1.5276791414e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2619936900e+10,1.2619936900e+10,0.0000000000e+00,9.9999500000e-01
617,1.0000000000e+02,1.0000000000e+02,5.0000000000e+01,1.9300000000e+01,1.0000000000e+05,2.0000000000e+05,1.9999700000e+05,1.9999700000e+05,9.9998500000e-01,1.5000112501e-01,7.7720790161e-02,1.6599789727e-01,8.6009273197e-02,1.6350017465e-01,8.4715116400e-02,5.8930000000e-02,3.4750000000e-02,3.1886628477e+01,-1.0000000000e+02,8.6601890857e-06,4.4872119122e-02,8.8453064553e-02,4.5830603396e-02,3.1886628477e+01,0.0000000000e+00,8.8453064553e-02,4.5830603396e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9999700000e+10,1.9999700000e+10,0.0000000000e+00,9.9998500000e-01
618,1.0000000000e+02,1.5000000000e+02,5.0000000000e+01,1.9300000000e+01,1.0000000000e+00,2.0000000000e+05,6.9269000000e+04,6.9269000000e+04,3.4634500000e-01,7.0687992725e+03,3.6625902967e+03,7.0955433749e+03,3.6764473445e+03,7.0863645094e+03,3.6716914557e+03,3.6830000000e+03,3.6710000000e+03,-5.5415974295e-01,-9.4783998633e+01,1.0639317200e-03,1.0610998832e+01,7.0457676159e+03,3.6506567958e+03,-5.5415974295e-01,5.5433289250e-02,7.0457676159e+03,3.6506567958e+03,3.6955526167e+02,1.9147941019e+02,3.8019309185e+02,1.9699123930e+02,6.9269000000e+04,6.9269000000e+04,1.1086657850e+04,3.4634500000e-01
619,1.0000000000e+02,1.5000000000e+02,5.0000000000e+01,1.9300000000e+01,1.5800000000e+00,2.0000000000e+05,1.3073700000e+05,1.3073700000e+05,6.5368500000e-01,2.8341979662e+03,1.4684963556e+03,2.8326316048e+03,1.4676847693e+03,2.8263604092e+03,1.4644354452e+03,1.5045782665e+03,1.4935782665e+03,-2.3981411771e+00,-9.4929748248e+01,1.0639100544e-03,5.6219609634e+00,2.8134770916e+03,1.4577601511e+03,-2.3981411771e+00,2.1923307595e-02,2.8134770916e+03,1.4577601511e+03,1.4615538397e+02,7.5728178221e+01,1.4778129620e+02,7.6570619792e+01,2.0656446000e+05,2.0656446000e+05,6.9277652000e+03,6.5368500000e-01
620,1.0000000000e+02,1.5000000000e+02,5.0000000000e+01,1.9300000000e+01,2.5100000000e+00,2.0000000000e+05,9.4021000000e+04,9.4021000000e+04,4.7010500000e-01,5.0319946998e+03,2.6072511398e+03,5.0406479956e+03,2.6117347127e+03,5.0258994005e+03,2.6040929536e+03,2.6113223250e+03,2.5694643329e+03,-1.5590511963e-01,-9.2724643021e+01,1.1160338010e-03,8.2003787156e+00,4.9513347245e+03,2.5654584065e+03,-1.5590511963e-01,5.4118464921e-02,4.9513347245e+03,2.5654584065e+03,3.6078976614e+02,1.8693770266e+02,3.7091963307e+02,1.9218633838e+02,2.3599271000e+05,2.3599271000e+05,2.7167469390e+04,4.7010500000e-01
621,1.0000000000e+02,1.5000000000e+02,5.0000000000e+01,1.9300000000e+01,3.9800000000e+00,2.0000000000e+05,1.5117900000e+05,1.5117900000e+05,7.5589500000e-01,1.8656853422e+03,9.6667634313e+02,1.8691109663e+03,9.6845127790e+02,1.8537628259e+03,9.6049887354e+02,9.7531200001e+02,9.5915000001e+02,-8.8542506138e-01,-9.2973521028e+01,9.6051483324e-04,4.3892875721e+00,1.8347688699e+03,9.5065744553e+02,-8.8542506138e-01,1.9510699950e-02,1.8347688699e+03,9.5065744553e+02,1.3007133300e+02,6.7394473056e+01,1.3135697436e+02,6.8060608476e+01,6.0169242000e+05,6.0169242000e+05,1.5530517160e+04,7.5589500000e-01
622,1.0000000000e+02,1.5000000000e+02,5.0000000000e+01,1.9300000000e+01,6.3100000000e+00,2.0000000000e+05,1.8305100000e+05,1.8305100000e+05,9.1525500000e-01,5.9035042672e+02,3.0588105012e+02,5.9658958724e+02,3.0911377577e+02,5.8539839684e+02,3.0331523152e+02,3.2336050000e+02,3.1513250000e+02,-5.4055612499e+00,-9.4923622019e+01,6.2274908661e-04,2.3502952403e+00,5.7532879201e+02,2.9809781970e+02,-5.4055612499e+00,4.6312232250e-03,5.7532879201e+02,2.9809781970e+02,3.0874821500e+01,1.5997316840e+01,3.0946537102e+01,1.6034475182e+01,1.1550518100e+06,1.1550518100e+06,5.8446037100e+03,9.1525500000e-01
